,0:neural,1:networks,2:are,3:powerful,4:models,5:for,6:learning,7:representations,8:from,9:data,10:they,11:consist,12:of,13:layers,14:of,15:interconnected,16:neurons,17:attention,18:mechanisms,19:allow,20:models,21:to,22:focus,23:on,24:relevant,25:parts,26:of,27:the,28:input,29:transformers,30:rely,31:entirely,32:on,33:attention,34:instead,35:of,36:recurrence,37:autoregressive,38:models,39:generate,40:text,41:one,42:token,43:at,44:a,45:time
10:they,5.5428533e-05,0.0009606747,0.024169112,0.004005938,0.01866217,1.3561148e-05,0.0052397246,0.023501243,0.5449338,2.52179e-05,2.8234158e-06,0.05719373,2.8282437e-05,6.428093e-05,1.3474157e-05,0.01334758,0.006207352,1.6134009e-05,0.030859366,0.003102198,0.03933635,8.889468e-05,1.5679041e-05,0.0036325762,6.241348e-05,0.0047849324,0.00029148845,1.8020222e-05,3.761931e-05,0.0109802,0.17663357,1.7488832e-05,0.010821541,0.0008058558,0.0015264684,1.4443244e-05,2.6275486e-05,0.00011077067,0.0012643642,0.0031057445,0.0003472132,0.0024110088,0.00013895663,0.00010573844,0.010066295,0.0009540095
11:consist,0.00011482544,0.0026510132,0.0001770825,0.0009445098,0.005331356,0.006125446,0.00019277935,0.0001270013,0.0024506454,0.00024513598,0.91999406,0.00023290869,0.0001693371,0.0005234607,0.00025302914,0.014099736,1.534653e-05,0.0010741601,1.9769116e-06,0.00050976104,0.00513954,0.0012445886,0.001331013,0.0006644294,0.006015304,2.3992565e-05,0.00016522662,0.00018858317,0.00011901803,0.005086483,5.3368596e-05,0.0039037673,0.00033564592,0.0007494049,0.0008394894,0.00010203284,0.0040770425,9.518946e-05,0.0006837115,0.0002275025,0.0007782356,0.010520965,0.00092057505,0.0010699898,1.8039795e-05,0.00041332742
12:of,0.011292781,0.00010100962,0.0060614413,8.125857e-06,0.00090967806,0.0002084192,0.0006527508,0.3296322,0.0011984411,0.31848738,0.00019243445,0.013108875,0.0041065523,0.0020880017,0.0016566539,8.5683496e-05,7.651696e-05,0.0004206754,0.064595155,0.00010860319,0.00022509464,0.0047622602,0.002971784,0.0049970592,0.004469644,0.03572283,0.0006230611,0.0022379742,0.007940122,0.0017903766,0.004177525,4.8448353e-05,0.059369143,0.0024726575,0.004241465,0.003095484,0.0029205726,0.0027308112,0.014432588,0.010734475,0.0022784641,0.000112954476,2.626636e-05,0.0013279706,0.070512384,0.0007872863
13:layers,2.726975e-09,3.8972463e-08,6.8416345e-10,1.4924822e-12,9.719936e-10,8.094441e-08,6.0232624e-10,1.4774018e-10,6.4605734e-07,5.899207e-10,0.9999875,1.4425676e-09,2.9439032e-10,1.1549879e-07,4.3942034e-08,1.2381188e-06,2.6650116e-11,8.521124e-08,2.2716265e-12,3.3787054e-10,1.6928654e-09,5.8528867e-06,2.1278412e-09,4.306155e-08,3.1751128e-07,1.2516443e-10,4.0942189e-10,7.5003903e-10,1.2080043e-11,3.6422e-08,1.9674866e-11,2.508241e-07,2.1245858e-08,1.8844448e-08,1.2967499e-09,2.5865698e-09,3.757042e-06,1.7961485e-11,6.95115e-10,1.3433301e-11,3.75051e-09,2.9924514e-08,3.6615968e-09,2.121685e-09,1.44453486e-11,9.232961e-10
14:of,3.694132e-07,0.053579785,0.0007783117,4.691273e-07,0.014300033,0.00043591138,0.00030152468,0.24338984,0.003414965,2.041566e-06,3.1282657e-06,0.018956438,0.00056058937,1.3662387e-05,0.00014369636,0.041362066,1.1556897e-05,1.4410354e-06,6.0515365e-05,8.785637e-06,0.5762886,0.00022904022,3.5536013e-05,4.9398714e-06,0.00018376856,1.7346673e-07,0.0009969047,0.00015623894,0.0002418239,0.014025499,0.004489341,1.7614552e-07,4.939073e-05,0.000118254735,0.00030479822,0.00021594382,4.5004792e-05,4.0633713e-05,0.010809194,0.0038510705,0.0021491062,0.0038232866,6.664693e-07,0.0005172438,3.5268185e-05,0.004062891
15:interconnected,2.6459356e-05,0.0046118954,0.0014035095,0.21651345,0.15037714,0.0035148324,0.0020264054,0.007975787,0.028949307,5.3925483e-05,0.00018962266,0.0032725807,0.00043375802,0.00020389855,6.449968e-05,0.015482725,0.0012010059,0.00029012404,0.00021244872,0.010563501,0.1941836,0.0003320534,0.001356586,0.00032396725,0.0009922672,0.0003330712,0.002395983,0.00025857487,0.00022395265,0.03681204,0.00812395,0.0017543042,0.0011461609,0.0024606497,0.0032547477,7.3477684e-05,0.00020978307,0.00028371226,0.004846472,0.014534688,0.001241505,0.26978576,0.0004358059,0.0048421216,0.00067229377,0.0017555803
16:neurons,0.00082553754,5.10987e-06,0.017734572,2.329424e-06,0.0010532136,1.9084684e-06,0.00061500113,0.0010586615,0.00012756963,0.00018356138,0.0020489795,0.002449102,7.088167e-07,5.4513024e-05,2.3118989e-07,0.0010263385,0.00011558945,9.074806e-05,0.00012746747,0.00012078199,0.00013361777,0.0091401655,2.6687716e-05,0.2232762,1.4301617e-05,0.000950686,2.1776405e-06,0.0013196444,2.4139342e-06,2.7108581e-05,0.00033044704,0.00010000009,0.7293342,3.0754334e-05,0.00066905766,4.0938906e-07,0.0003643961,6.6509936e-05,0.0048028324,2.0975336e-05,0.00014406978,6.453198e-05,1.2870719e-06,0.0003331771,0.0011986989,3.7920854e-06
17:attention,0.110156834,2.312384e-06,5.023117e-05,1.288758e-07,1.27998e-06,5.3996896e-06,4.6523182e-05,5.424591e-05,3.3007127e-05,0.40888318,0.00024845847,0.00017441488,0.0015815055,0.0001962448,0.0011316234,1.0588379e-06,6.9555185e-06,0.0007093117,0.00032916482,6.912997e-06,1.1357587e-07,0.0005225801,0.00016290777,0.02677097,0.0001419951,0.42961437,2.0003536e-05,0.00019233333,0.0020483923,2.5143504e-06,1.118704e-05,8.2482526e-05,0.0063493126,0.00066508696,8.558539e-05,0.0017771112,0.0010451965,6.808155e-05,8.8831664e-05,0.00027892223,9.199265e-05,9.790372e-07,2.9082692e-05,4.32621e-05,0.0062855617,2.3141179e-06
18:mechanisms,0.00057545706,0.08649258,0.0003204201,7.623593e-05,0.0010909114,0.062575236,0.0011980084,0.0009386642,0.00061713275,5.1650313e-05,0.001044655,0.0024389066,0.32552,9.3853385e-05,0.022937357,0.011973768,0.00011718987,0.004387661,7.7661665e-05,0.00032339903,0.0053144675,0.00110922,0.007544395,0.0005420446,0.0013420027,4.197535e-05,0.035741683,0.009049767,0.03215247,0.00034021965,0.00019259192,0.0008979452,0.00021633421,0.02597945,0.0009079738,0.16284604,0.0010489105,0.0015430932,0.0013827371,0.14162706,0.009966801,0.0045266747,0.00052527746,0.02893253,0.000100075194,0.0032774818
19:allow,3.095233e-07,8.9307735e-09,1.7973656e-11,1.3935224e-10,9.5735215e-09,6.02774e-08,1.7915524e-09,8.774108e-12,1.3733322e-09,9.794647e-07,6.0405193e-07,4.7854226e-10,4.3485723e-08,8.551894e-09,2.6067992e-08,3.940993e-07,2.4685737e-10,7.9429405e-08,2.277627e-12,3.669953e-09,1.4437848e-09,5.5272604e-09,4.2590877e-09,9.860468e-07,1.8362596e-10,2.570182e-07,9.804341e-10,2.5347993e-10,1.4369694e-08,3.489171e-10,1.0130363e-11,0.99999344,2.6545948e-07,7.741988e-08,1.3323551e-08,1.6164334e-07,4.5075163e-07,1.5957852e-12,1.2067853e-09,5.2996514e-09,1.8211604e-06,4.6707946e-08,2.2153714e-09,2.7074304e-10,4.9037083e-11,1.840275e-09
20:models,0.002622866,0.0011301712,0.009835068,0.0023798076,0.021547506,0.0008787788,0.012154522,0.020139927,0.00585852,0.0015563193,0.0016285069,0.006285925,0.019393576,5.537826e-05,0.0018428965,0.0040542115,0.030929254,0.0038587456,0.0009783359,0.0014707206,0.013452986,0.0012188017,0.007984621,0.0010137927,0.01278214,0.00075030647,0.0024761427,0.0015205266,0.53155077,0.0057338127,0.001222162,0.0028950183,0.0013191629,0.058083516,0.008392247,0.0014820169,0.00065979315,0.0020468133,0.007340032,0.036916167,0.0062005343,0.09337179,0.015062197,0.012795959,0.015148627,0.009978988
21:to,0.13530228,2.9486053e-05,0.010435979,0.17546207,0.0013815132,8.270822e-05,0.002166632,0.008072589,0.009924699,0.11020043,0.0092252605,0.00080599467,4.4459306e-05,0.108542785,4.826044e-05,5.8207956e-06,0.035160124,0.0018394149,0.027582802,0.0044612545,0.0016140577,0.0020079536,0.0015208368,0.0008692693,0.010973826,0.007710447,0.00016238379,0.0005871859,0.0016523632,0.0012330267,0.002372578,0.00014307738,0.0013084863,2.5731e-05,0.0006802342,6.880445e-05,0.0046197115,0.007767691,0.013143116,5.049256e-05,8.297106e-05,0.0001459097,0.057484664,0.00018391984,0.24237505,0.00044170197
22:focus,2.026182e-06,0.002394529,5.714602e-07,4.8987076e-08,1.5561076e-08,0.002702357,7.064011e-07,3.5193568e-06,0.00014503802,1.073661e-05,0.018881341,8.549473e-06,0.00090024126,0.00013248321,0.9441153,2.0015166e-06,1.9403453e-06,1.909408e-05,1.6021399e-05,6.3078977e-07,1.7537127e-07,0.00016162901,2.4527995e-05,5.7134326e-08,0.0012292078,9.190895e-08,0.0005773829,1.6710051e-06,8.9645655e-06,3.3551958e-05,1.9867819e-06,9.8643426e-08,1.0322585e-08,8.896704e-06,3.0464423e-07,0.028300656,5.809097e-05,0.00014216789,1.4158095e-06,2.745705e-06,3.2138096e-06,1.1522927e-06,6.5113877e-06,1.4061728e-05,2.1009187e-06,8.208892e-05
23:on,0.00010506092,0.00085208216,4.9754453e-05,0.0065524643,0.0011774527,0.29902372,0.0057798037,0.00024287071,0.00034466127,2.6451118e-05,0.00011871833,0.00048294594,0.00037294623,0.00069830887,0.0018688241,0.0019802132,0.0007253906,0.00011890087,0.0021189672,0.14306773,0.00034148077,0.001472298,0.00012565465,0.00048116365,0.0012187071,5.9436174e-05,0.004268467,0.00029067387,6.259096e-05,0.48985052,0.0006271515,0.0026668953,0.0010302188,2.8995595e-05,0.0001436885,0.00033454222,0.00019413819,0.0038032206,4.2330485e-05,0.00012433414,0.00043621194,0.0059723235,0.0010197406,0.003794882,0.00035026704,0.015552733
24:relevant,4.5217107e-07,6.973338e-07,9.9021e-05,5.5670955e-07,5.7466303e-05,6.0722044e-07,0.0004293117,4.100588e-05,1.6944293e-07,4.7139956e-08,8.5373146e-11,0.0004564302,2.8669443e-05,1.2383013e-07,6.011279e-07,0.8573715,9.070691e-06,1.7068974e-06,7.305892e-05,2.4364437e-05,2.5873655e-05,2.4095527e-06,4.084772e-07,0.036470182,9.982056e-09,0.0017821309,4.6499986e-06,1.4515714e-05,2.7591034e-06,1.2416895e-05,2.4361418e-05,0.00074456097,0.10167503,0.00011149009,6.382932e-05,1.261292e-06,5.585082e-08,3.2683647e-06,7.486874e-07,7.791314e-05,0.00016258449,0.00018990079,1.1058348e-07,2.6122754e-05,2.2720646e-06,6.1978194e-06
25:parts,1.8697242e-06,1.2637458e-05,4.6076735e-07,2.4945885e-08,6.73223e-08,0.00019406008,2.5376285e-06,7.5451624e-08,1.2010435e-06,2.6824227e-06,0.9947766,1.034318e-06,1.5144838e-06,0.00064773863,0.00034111037,1.6183914e-05,4.8954547e-07,8.604796e-05,1.3253873e-07,2.2293252e-06,9.557447e-08,0.0029727432,1.1626488e-06,9.523792e-06,0.00023766105,2.0588485e-07,1.8612096e-06,1.0548131e-05,5.169997e-08,1.0928832e-05,1.0242248e-07,3.8583444e-06,2.1128537e-06,3.6326577e-07,1.4645238e-06,7.25531e-06,0.0006338263,1.7131786e-06,1.1722113e-06,1.517883e-08,1.7832971e-06,2.312157e-06,3.0906108e-06,5.028358e-06,3.755391e-07,2.0147058e-06
26:of,0.000623487,0.00017630625,0.009033826,2.6930948e-07,0.00043473762,5.2089843e-05,0.0010773116,0.066543184,0.0001696693,9.3907576e-05,6.569671e-08,0.12304523,0.020450305,4.301606e-06,0.0009971621,0.0002854074,0.00044993433,2.83434e-05,0.059611052,2.7168198e-05,0.0024634346,9.315314e-05,0.00019784701,0.00029993235,9.985909e-05,0.00028770516,0.0040919567,0.003950587,0.035202697,0.00019948416,0.008898176,2.0701962e-06,0.004808763,0.0030827178,0.0012134437,0.0064209295,3.18909e-05,0.0022673109,0.0019767266,0.6134793,0.0048653637,9.8685625e-05,4.672909e-06,0.00067058945,0.020425279,0.0017636764
27:the,0.037812978,2.1158647e-05,0.0016095552,5.2693336e-05,0.00061630894,9.216021e-06,0.00055392954,0.000105422805,5.441922e-05,0.60175675,0.00077733194,0.0009919421,0.0006950882,0.0058711837,0.00033695457,9.1273425e-05,0.0012984322,0.0060132933,0.0010364564,0.00014798703,0.00075301656,0.0013027238,0.0005075253,0.011941411,0.0012046163,0.112877496,0.00020054444,0.04999626,0.011781919,9.110672e-05,0.0008075515,0.00036796895,0.004879862,0.0020765893,0.0067874664,0.0002285657,0.10566368,0.00029924908,0.005229187,0.0005509303,0.00058152055,8.6418746e-05,0.007791924,0.00024105159,0.013841245,5.7726673e-05
28:input,0.0013623778,6.0862163e-05,2.7631515e-05,3.1983632e-06,7.7130784e-07,0.00023684441,0.00014140016,0.00057700375,8.734559e-06,0.00048524822,3.705504e-07,0.00030028913,0.59267974,5.5491705e-06,0.041557845,8.472544e-06,0.00022509113,0.00034682747,0.002260371,1.2470342e-05,1.4471846e-06,2.5041201e-05,0.00073134195,5.395926e-05,0.000104975814,0.00047078924,0.002064809,0.00024272858,0.15008432,1.4792567e-05,9.807389e-06,5.804917e-05,7.077587e-05,0.002913624,1.8565097e-05,0.19013298,4.051003e-06,0.0034863397,9.334467e-06,0.0067696995,0.00040760176,1.5237279e-05,0.00024272905,0.00022467198,0.00091573986,0.0006254831
29:transformers,1.3440928e-05,5.736626e-07,4.1963062e-06,0.9912238,0.00019424697,7.2997614e-07,1.331672e-05,3.1935144e-06,2.8297515e-07,0.0002081751,2.485718e-11,2.5374354e-06,0.0001667047,2.7100837e-06,4.329691e-07,1.10113e-06,0.00068704796,4.7399612e-06,2.6575935e-05,9.982056e-05,0.0002668658,2.883008e-09,4.9322385e-05,3.4524096e-06,1.5508361e-07,0.0011772038,1.6490409e-05,3.6501283e-06,0.002054401,4.923774e-07,1.6128884e-05,0.002120404,2.2142776e-06,2.1449148e-05,4.191177e-05,9.443797e-06,9.263858e-08,1.2958513e-05,1.6383328e-05,0.0009575383,1.1154957e-05,6.2174884e-05,0.00044702803,6.3058696e-06,3.8834427e-05,1.02325475e-05
30:rely,0.005653018,0.00052150904,0.0075911796,0.27006954,0.019061526,0.0014655521,0.0014518193,0.00068787835,0.0007691345,0.0020693068,0.008119993,0.00045929174,0.00026792806,0.0356119,0.0003294654,0.00067092106,0.018416189,0.0031698628,0.004599315,0.00551367,0.0775909,0.0016127047,0.007953235,7.104074e-05,0.0096593,0.0004522332,0.008802961,0.26393303,0.004644836,0.008801114,0.010248623,0.0007562937,0.0003658725,0.0003071465,0.008211259,0.00052396697,0.04538437,0.020938631,0.005830843,0.0009225513,0.00063331693,0.0017516124,0.12243746,0.0012047299,0.002519807,0.007943176
31:entirely,7.202811e-07,0.00020390876,3.785843e-07,1.7412826e-07,9.77551e-10,5.1656407e-05,3.5494754e-06,5.7554633e-08,4.5171855e-05,3.649189e-08,0.0021737483,3.2129607e-05,0.00026260273,3.132495e-05,0.9886221,6.3689306e-08,6.0287384e-05,6.324791e-05,0.00021019981,1.7676812e-06,2.3398292e-07,8.615944e-05,7.923863e-07,4.3549218e-08,0.00023436872,1.5062419e-07,0.0010873914,1.4071079e-06,1.6831884e-06,1.1138747e-05,2.1678313e-06,3.0704277e-09,3.341868e-09,2.7009578e-06,3.3990247e-08,0.006683568,6.5165286e-06,1.6509986e-05,3.7751533e-07,2.621608e-06,3.0365555e-07,2.6546377e-07,7.085281e-05,2.9247656e-06,1.712899e-05,7.567622e-06
32:on,0.0045524864,2.7938023e-07,0.00012228364,1.8505132e-05,6.311062e-05,2.7192695e-05,0.00029353995,4.748076e-06,6.1882514e-07,0.0012526383,1.9574958e-05,8.9134366e-05,2.1671624e-06,1.955421e-05,1.8839329e-07,1.9938834e-05,1.3846307e-05,1.4969245e-05,2.5109968e-05,0.0017401846,4.156767e-07,0.00020329021,1.5737442e-05,0.54795086,1.3666454e-06,0.0016444421,7.529439e-07,2.5829975e-05,2.6124594e-06,4.291256e-06,4.658043e-06,0.05812247,0.3830373,1.1517707e-06,0.00013137862,1.4342398e-06,4.1826388e-05,3.1191325e-05,2.766903e-05,1.2961017e-05,0.00019542138,6.6685793e-06,1.1242007e-06,3.3446722e-05,0.0002133336,8.3682135e-06
33:attention,0.007977205,0.0008284321,0.0006937921,0.00020181571,4.6054254e-05,0.0001349143,0.00016608056,0.0029985155,0.00021022861,0.4616419,1.0088895e-05,0.0017575572,0.07605725,0.0008245368,0.0395974,1.2577013e-06,0.000243678,0.0002375855,0.009339985,4.0754443e-05,5.8268575e-05,7.029658e-05,0.004932567,9.579236e-05,0.0017357513,0.014232406,0.0036443071,0.0014098913,0.13002135,7.998966e-05,0.0018971853,2.5790437e-06,4.7602985e-05,0.0012041058,0.00062378054,0.063941956,0.0006375788,0.004585046,0.006853333,0.06714989,0.0006342297,1.19336255e-05,0.00026920656,0.0004980902,0.091938525,0.00041520994
34:instead,0.00010131759,0.00040355138,0.0013465333,7.1355166e-06,0.00073981326,0.00016821291,0.0006799849,8.279228e-05,0.0003746432,5.4174692e-05,0.79807806,0.0004700535,1.0574363e-05,0.005336247,0.00030996162,0.043842394,0.00036958026,0.0008521234,0.00017100826,0.0001439942,0.0017482587,0.06666189,4.093737e-05,0.0021998296,0.0017991423,5.645614e-05,0.00012754368,0.0025725127,9.73556e-06,0.0043969434,8.099473e-05,0.00051657925,0.0055575254,8.9600595e-05,0.0007084886,2.2132888e-05,0.05593484,3.7954407e-05,0.0009347118,5.8303244e-06,0.00039868278,0.0015197328,0.0003272767,0.00037596966,0.00015111748,0.00018306416
35:of,0.00016734115,0.5207574,0.002417216,8.3464994e-07,0.00054139487,0.024964644,0.00048224066,0.039647263,0.053654067,0.0003876193,0.018595308,0.025596814,0.0064764605,0.0010523311,0.118038274,0.0010451754,4.575407e-05,7.227139e-05,0.0028109811,5.9094575e-05,0.006567157,0.012187136,0.00067699526,3.646243e-05,0.01786617,4.575653e-06,0.018435135,0.0012434061,0.00040385968,0.016139567,0.013486726,9.0628566e-07,5.9801485e-05,0.00063569867,0.00055320386,0.045842864,0.006398136,0.002674766,0.007915122,0.008584568,0.002212843,0.00024195951,1.7439294e-05,0.0018678897,0.00089090696,0.018244304
36:recurrence,8.0298916e-05,0.0001798503,0.002804709,0.001052669,0.00035746023,5.7750385e-05,0.010696026,0.0014430226,0.0006199492,5.4071065e-06,0.0018229733,0.0027179918,0.0011706616,0.0006283969,0.0030873239,0.0024554601,0.10163128,0.0045508184,0.023033537,0.0006459754,0.0069963927,0.0008701797,7.080571e-05,0.00012363431,0.03298725,0.0001653752,0.0018228672,0.0011032003,0.007681627,0.024112126,0.0006511784,1.2343618e-05,0.00017171683,0.0013386185,0.00025631467,0.00015997102,0.00017203682,0.00032033373,5.5329652e-05,0.00029181968,0.000233043,0.0036779935,0.7419032,0.00030027868,0.0061309044,0.00934989
37:autoregressive,4.423585e-05,0.00018796748,5.128063e-07,3.1158885e-05,3.8223327e-05,0.0010337114,3.129844e-05,2.489405e-06,4.268549e-06,0.0010229001,3.370356e-06,3.1031603e-05,0.013033062,1.9746363e-05,0.0013190589,0.003465737,1.31331e-06,0.00018839282,1.3635129e-06,5.7590416e-05,2.2684097e-05,9.231707e-06,0.00013211413,0.00027709705,3.4354798e-06,0.0005472183,0.00044985762,8.878079e-06,0.00094435626,1.8750316e-05,2.7764459e-06,0.9668424,0.00013746358,0.0017211157,7.656015e-05,0.005520224,0.0001009031,7.215786e-07,9.466118e-06,0.00079681695,0.0012771542,0.00043836536,1.14588e-05,7.8730656e-05,1.7144725e-06,5.3046027e-05
